Num_Pages,Age,Ratings_Count_Log,Text_Reviews_Count_Log,Author_TargetEnc,Publisher_TargetEnc,Author_Frequency,Publisher_Frequency,Language_Code_French,Language_Code_German,Language_Code_Japanese,Language_Code_Others,Language_Code_Spanish
512,32,7.020190708311925,3.8501476017100584,3.8776543069169005,3.8913888762252107,8,10,False,False,False,False,False
576,21,3.4965075614664802,1.6094379124341003,3.999841251750301,4.008134911589436,4,18,False,False,False,False,False
295,25,7.259819610363186,4.23410650459726,3.88841268032173,3.8856084535478197,4,11,False,False,False,False,False
416,25,6.651571873589727,4.465908118654584,3.975555537464587,3.9511110952815134,4,6,False,False,False,False,False
733,26,5.3706380281276624,3.332204510175204,4.042986095281513,4.105444438112605,6,30,False,False,False,False,False
392,23,3.5263605246161616,1.6094379124341003,3.7723147937086847,3.929814793708685,2,2,False,False,False,False,True
588,22,6.541029999189903,4.406719247264253,3.937070684045838,4.053813125556914,1,34,False,False,False,False,False
352,25,7.724004656676065,4.48863636973214,3.982136732654171,3.9922222073237776,3,7,False,False,False,False,False
424,22,8.86403999703599,6.118097198041348,3.961616138591293,3.9955228683677717,1,24,False,False,False,False,False
191,53,5.8289456176102075,3.828641396489095,3.94888886586402,4.014711100980168,1,15,False,False,False,False,False
274,32,9.063347348235522,6.329720905522696,3.9516161385912922,3.9848765291391235,1,8,False,False,False,False,False
296,18,9.031213706078747,5.768320995793772,3.9625252295003834,3.9375111009801684,1,15,False,False,False,False,False
6,20,9.413852481341165,5.976350909297934,3.9307070476822017,3.9986927955590716,1,7,False,False,False,False,False
240,22,1.791759469228055,1.0986122886681098,3.94888886586402,3.928599022804531,1,13,False,False,False,False,True
890,25,5.030437921392435,2.4849066497880004,3.9825252295003835,3.9792810308531896,1,7,True,False,False,False,False
96,24,4.51085950651685,2.1972245773362196,3.9125252295003836,3.8676983946074444,1,4,False,False,False,False,False
24,21,4.007333185232471,2.4849066497880004,3.956161593136747,4.059578535327732,1,19,False,False,False,False,False
